nwname,fname,smile,CHA score,CCA score,mws,logps,hbds,hbas,psas,robs,qeds,chiral_centes,RO5scores,RO5scoresnum
931as,P133972905.sdf,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]([C@@H]([C@@H](CO)O)O)C(=O)C[O-])O)O)O)O,0,0.21,341.3,-6.18,7,11,200.2,8,0.22,8,--++-+,3
932as,P133966855.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0.636,0.05,614.9,2.88,4,9,147,12,0.15,11,----++,2
933as,P133919421.sdf,CSCC[C@@H](C(=O)O[P@@](=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)[NH3+],0.545,0.18,478.4,-2.58,7,14,222.6,9,0.27,6,--++-+,3
934as,P133897791.sdf,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc3c(=O)c4c(cc(cc4oc3c5ccc(c(c5)OCCO)OCCO)OCCO)O)O)O)O)O)O)O,0.273,0.24,742.7,-2.69,10,19,297.1,15,0.08,10,--++++,4
935as,P133876881.sdf,CC(C)(C)OC(=O)NCCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,0.848,0.23,767.9,1.52,9,16,250.9,20,0.08,4,--++++,4
936as,P133805143.sdf,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C/c5ccc(cc5)O)O)O)O)O)O)O,0.03,0.25,696.7,-2.43,8,17,260.6,11,0.07,13,--++++,4
937as,P133797903.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O[P@@](=O)(O)[O-])O[P@@](=O)(O)[O-])O)O)N,0.091,0.25,505.2,-2.89,6,18,284.8,8,0.22,6,--++-+,3
938as,P133797901.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO[P@@](=O)(O[P@@](=O)(O)[O-])OP(=O)([O-])[O-])O)O)N,0.333,0.22,504.2,-3.52,5,18,287.6,8,0.25,6,--++-+,3
939as,P133780469.sdf,CCCn1c2c(=O)[nH]c(=O)n(c2nc1N3CCN(CC3)CC(=O)N)C,0.455,0,349.4,-1.56,3,10,122.2,5,0.67,0,---+--,1
940as,P132315378.sdf,CCOC(=O)C1=C(NC(=O)N[C@H]1C)COC(=O)CCNS(=O)(=O)c2ccc(cc2)NC(=O)C,0.606,0.05,482.5,0.38,4,12,169,10,0.35,1,---+++,3
941as,P132315374.sdf,CCOC(=O)C1=C(NC(=O)N[C@@H]1C)COC(=O)CCNS(=O)(=O)c2ccc(cc2)NC(=O)C,0.121,0.08,482.5,0.38,4,12,169,10,0.35,1,---+++,3
942as,P13214089.sdf,CC(=O)OC[C@H]([C@H]([C@@H](/C=N/N=C(N)N)OC(=O)C)OC(=O)C)OC(=O)C,0.091,0.09,374.4,-1.4,4,12,182,9,0.16,3,---+-+,2
943as,P131702085.sdf,C[NH2+]CCCNC(=O)NC1(CCCCC1)CC(=O)O,0.455,0,272.4,0.05,5,6,95,7,0.49,0,--+--+,2
944as,P131685227.sdf,CC(C)(CC(=O)[O-])NC(=O)N(CC(=O)N)CC(=O)N,0.333,0.03,273.3,-3.11,5,9,158.6,7,0.45,0,--+--+,2
945as,P131194218.sdf,Cn1ccnc1CC[NH2+]C[C@H](c2ccccc2)/C(=N/O)/N,0.697,0.069,288.4,0.06,5,6,93,7,0.22,1,--+--+,2
946as,P131154102.sdf,C[C@H](c1ccc(cc1)S(=O)(=O)N)[NH2+]CCCc2nc[nH]n2,0.333,0,310.4,-0.29,5,7,118.3,7,0.61,1,--+---,1
947as,P131154100.sdf,C[C@@H](c1ccc(cc1)S(=O)(=O)N)[NH2+]CCCc2nc[nH]n2,0.121,0,310.4,-0.29,5,7,118.3,7,0.61,1,--+---,1
948as,P130500827.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@H](CCC[NH+]=C(N)N)N,0.121,0.13,489.6,-4.88,14,13,246.4,12,0.06,2,--++++,4
949as,P130446768.sdf,c1ccc(cc1)/C=C\[C@H]2C=CC(CC2(S(=O)(=O)[O-])S(=O)(=O)[O-])(NN)NN,0.515,0.19,402.5,-1.31,6,10,190.5,6,0.15,1,--++-+,3
950as,P130309984.sdf,C/C=C\c1cn(c(=O)[nH]c1=O)[C@@H]2C[C@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O,0.424,0.17,505.2,-2.33,3,16,252.6,9,0.3,6,---+-+,2
951at,P130298401.sdf,C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C(=O)[O-])N(C(=O)CN)C(=O)CN,0.212,0.06,353.4,-5.88,7,10,197.3,10,0.25,2,--++++,4
952at,P130298398.sdf,C([C@@H](C(=O)[O-])N)SSC[C@@H](C(=O)[O-])N(C(=O)CN)C(=O)CN,0.424,0.04,352.4,-5.16,6,10,195.7,10,0.25,2,--++++,4
953at,P130297805.sdf,C1C[C@H]([C@H](OC1)/N=C\2/N[C@H]3[C@@H](CNC(=O)[C@@H]3N2)O)NC(=O)C[C@@H](CCCNC(=O)C[C@@H](CCC[NH3+])[NH3+])[NH3+],0.061,0.11,528.7,-5.7,15,14,236.1,13,0.1,7,--++++,4
954at,P130297793.sdf,C1C[C@@H]([C@H](OC1)/N=C\2/N[C@H]3[C@@H](CNC(=O)[C@@H]3N2)O)NC(=O)C[C@@H](CCCNC(=O)C[C@@H](CCC[NH3+])[NH3+])[NH3+],0.576,0.05,528.7,-5.7,15,14,236.1,13,0.1,7,--++++,4
955at,P130297776.sdf,C1C[C@H]([C@@H](OC1)/N=C\2/N[C@H]3[C@@H](CNC(=O)[C@@H]3N2)O)NC(=O)C[C@@H](CCCNC(=O)C[C@@H](CCC[NH3+])[NH3+])[NH3+],0.242,0.09,528.7,-5.7,15,14,236.1,13,0.1,7,--++++,4
956at,P130296551.sdf,C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C(=O)[O-])N(C(=O)C[NH3+])C(=O)CN,0.091,0.03,354.4,-6.6,8,10,198.9,10,0.25,2,--++++,4
957at,P130279299.sdf,C([C@@H]([C@@H]([C@@H](/C(=N\NC(=S)N)/C=N/NC(=S)N)O)O)O)O,0.333,0.22,324.4,-3.93,10,10,181.7,7,0.13,3,--++-+,3
958at,P130229858.sdf,CCOc1ccc(cc1)CC(=O)N/N=C\C(=N\NC(=O)Cc2ccc(cc2)OCC)\[C@@H]([C@@H]([C@@H](CO)O)O)O,0.545,0.24,530.6,-0.08,6,12,182.3,15,0.14,3,--++++,4
959at,P130226306.sdf,c1ccc(c(c1)C(=O)N/N=C\[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)[O-],0.061,0.25,475.4,-5.26,9,14,244.8,10,0.11,9,--++++,4
960at,P130222502.sdf,c1ccc(c(c1)C(=O)N/N=C\[C@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)O,0.091,0.23,476.4,-4.63,10,14,242,10,0.11,9,--++++,4
961at,P130200610.sdf,C[C@H](Cc1ccc(cc1)OC(=O)[C@@H]([C@H](C(=O)Oc2ccc(cc2)C[C@@H](C)[NH3+])O)O)[NH3+],0.182,0.03,418.5,-0.73,8,8,148.3,9,0.31,4,--+--+,2
962at,P130200607.sdf,C[C@H](Cc1ccc(cc1)OC(=O)[C@@H]([C@@H](C(=O)Oc2ccc(cc2)C[C@@H](C)[NH3+])O)O)[NH3+],0.061,0.05,418.5,-0.73,8,8,148.3,9,0.31,4,--+--+,2
963at,P130143146.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1SCCCCCC[NH3+])CO)O)O,0.303,0.21,337.5,-1.53,7,7,126.7,9,0.32,5,--+--+,2
964at,P130143080.sdf,CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,0.576,0.24,383.4,-5.41,8,12,206.2,9,0.18,9,--++-+,3
965at,P130143056.sdf,CC(=O)N[C@@H]1[C@@H](O[C@@H]([C@@]([C@]1(C(=O)CO)O)(C(=O)CO)O)[C@H](C(=O)CO)O)OCc2ccccc2,0.061,0.24,485.4,-4.06,7,13,220.1,11,0.16,6,--++++,4
966at,P130125102.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCOCCOCCOCCOCCOCCN)NC(=O)N2,0,0,506.7,-0.13,5,11,142.4,22,0.12,3,--++++,4
967at,P130124902.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCOCCOCCOCCOCCOCC[NH3+])NC(=O)N2,0.485,0.04,507.7,-0.85,6,11,144,22,0.11,3,--++++,4
968at,P130124854.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCOCCOCCOCCC(=O)NN)NC(=O)N2,0.485,0.01,461.6,-0.74,6,11,153,17,0.06,3,--++++,4
969at,P128188787.sdf,CC(C)[C@@H](C(=O)OC[C@@H]([C@H]([C@H]([C@H](COC(=O)[C@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,0.606,0.21,437.5,-3.18,7,12,200.3,13,0.09,6,--++++,4
970at,P128188762.sdf,CC(C)[C@@H](C(=O)OC[C@H]([C@H]([C@H]([C@H](COC(=O)[C@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,0.152,0.22,437.5,-3.18,7,12,200.3,13,0.09,6,--++++,4
971at,P128188757.sdf,CC([C@@H](/[NH+]=C/O)C(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COC(=O)[C@@H](/[NH+]=C/O)C(C)C)C,0.424,0.19,438.5,-5.1,8,12,201.9,13,0.08,6,--++++,4
972at,P128188752.sdf,CC(C)[C@H](C(=O)OC[C@H]([C@H]([C@H]([C@H](COC(=O)[C@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,0.303,0.21,437.5,-3.18,7,12,200.3,13,0.09,6,--++++,4
973at,P128031717.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])[O-])C[C@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])[NH3+],0,0.08,411.4,-7.51,8,11,228.6,13,0.21,3,--++++,4
974at,P128013486.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])[O-])C[C@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])N,0.545,0.12,410.4,-6.79,7,11,227,13,0.21,3,--++++,4
975at,P128009680.sdf,CNS(=O)(=O)c1cn(cc1S(=O)(=O)NC)C/C(=N/Cc2ccc(cc2)[NH+](C)C)/O,0.485,0.1,444.6,-0.76,4,10,134.3,9,0.3,0,---+-+,2
976at,P127744171.sdf,C[C@@H](CS(=O)(=O)C)NS(=O)(=O)c1ccc(cc1)S(=O)(=O)N,0.152,0,356.4,-0.95,3,8,140.5,6,0.67,1,------,0
977at,P12760379.sdf,CC(=O)OC[C@H]([C@@H]([C@@H]([C@@H]([C@H]1[NH+]([C@@H](CS1)C(=O)N)COC)O)OC(=O)C)OC(=O)C)OC(=O)C,0.455,0.27,495.5,-2.88,4,13,182.2,12,0.19,7,---+++,3
978at,P12675878.sdf,CNc1c(c(=O)n(c(=O)[nH]1)CC(=O)NC)C(c2ccc(cc2)Cl)c3c([nH]c(=O)n(c3=O)CC(=O)NC)NC,0.515,0.16,547,-1.2,6,14,192,9,0.19,0,--++-+,3
979at,P126680874.sdf,CCOC(=O)CCCNS(=O)(=O)c1c(n[nH]c1C(=O)[O-])C,0.485,0.03,318.3,-1.3,2,9,141.3,8,0.45,0,-----+,1
980at,P126251142.sdf,CC(=O)Nc1ccc(cc1)S(=O)(=O)NCCNS(=O)(=O)c2ccc(cc2)NC(=O)C,0.152,0.07,454.5,0.86,4,10,150.5,9,0.41,0,---+-+,2
981at,P126246845.sdf,c1ccc2c(c1)C(=NS2(=O)=O)NCCC(=O)OCC(=O)Nc3ccc(cc3)C(=O)N,0.576,0.05,430.4,0.4,4,10,157,7,0.54,0,---+--,1
982at,P126191187.sdf,CCc1nnc(s1)[N-]S(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)c3cccnc3,0.273,0.03,447.5,3.02,2,9,128,6,0.55,0,------,0
983at,P125060530.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@H]([C@@H](O3)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)O)N,0.242,0.22,504.2,-3.52,5,18,287.6,8,0.25,7,--++-+,3
984at,P12496975.sdf,CC(C)C[C@@H](C(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)N)[NH2+]C,0.152,0.23,463.6,-3.46,8,11,192.5,11,0.18,5,--++++,4
985at,P12496974.sdf,CC(C)[C@H](C(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)N)[NH3+],0.424,0.17,435.5,-3.81,9,11,203.5,9,0.21,5,--++-+,3
986at,P12496963.sdf,CS(=O)(=O)CC[C@@H](C(=O)N)NC(=O)C1=C[C@H]([C@H]([C@@H](C1)OC(=O)NCC=C)O)NC(=O)NC2CCCCC2,0.576,0.22,543.6,-0.64,7,13,206,11,0.18,4,--++++,4
987at,P12496371.sdf,COC(=O)[C@@H]1C[C@@H](CN1S(=O)(=O)c2ccc(cc2)Cl)n3c(c(nn3)C(=O)N)C(=O)N,0.394,0.114,456.9,-0.69,4,12,180.6,6,0.54,2,---+--,1
988at,P124778895.sdf,Cc1c(c(n(n1)C)C)S(=O)(=O)NCCCCC(=[NH2+])N,0.485,0.06,288.4,-1.4,5,7,115.6,7,0.32,0,--+--+,2
989at,P12473640.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0.273,0.05,614.9,2.88,4,9,147,12,0.15,11,----++,2
990at,P12450250.sdf,c1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,0.273,0.25,564.3,-6.06,7,19,302.7,9,0.14,11,--++-+,3
991at,P124465003.sdf,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CC(=O)CO)[C@@H](CO)O)O)O)O)O,0.152,0.22,326.3,-4.52,7,10,177.1,8,0.23,7,--++-+,3
992at,P124464991.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O,0.394,0.22,342.3,-5.55,8,11,197.4,8,0.2,9,--++-+,3
993at,P124303100.sdf,COCCOCCNC(=O)N[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1C(=O)[O-],0.182,0,299.3,-0.89,2,7,99.7,8,0.57,4,------,0
994at,P123822604.sdf,c1cc(ccc1CCCC(=O)N[C@@H](CO)C(=O)NCCCCNCCC[NH3+])NC(=[NH2+])N,0.061,0.04,437.6,-2.91,12,10,181.7,16,0.08,1,--++++,4
995at,P123817124.sdf,c1cc(ccc1CCCC(=O)N[C@@H](CO)C(=O)NCCCC[NH2+]CCCN)NC(=[NH2+])N,0.727,0.1,437.6,-3.22,12,10,184.7,16,0.08,1,--++++,4
996at,P123700500.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)C[C@H](CS(=O)(=O)[O-])O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0,0.06,630.9,1.85,5,10,167.2,12,0.12,12,--++++,4
997at,P123678597.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.455,0.23,656.7,-8.14,7,18,201.7,12,0.06,12,--++++,4
998at,P123678587.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.576,0.22,656.7,-8.14,7,18,201.7,12,0.06,12,--++++,4
999at,P123678583.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.394,0.24,656.7,-8.14,7,18,201.7,12,0.06,12,--++++,4
1000at,P123678303.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.424,0.26,725.7,-1.11,10,16,262.4,14,0.04,8,--++++,4
1001au,P123678273.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.242,0.24,725.7,-1.11,10,16,262.4,14,0.04,8,--++++,4
1002au,P123678261.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.515,0.23,725.7,-1.11,10,16,262.4,14,0.04,8,--++++,4
1003au,P123678253.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.818,0.23,654.7,-5.3,5,18,199.3,12,0.08,8,--++++,4
1004au,P123678248.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0,0.24,654.7,-5.3,5,18,199.3,12,0.08,8,--++++,4
1005au,P123678237.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.364,0.21,654.7,-5.3,5,18,199.3,12,0.08,8,--++++,4
1006au,P123678185.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/N=C/c4ccc(c5c4cccc5)O)O)CO)O,0.091,0.24,693.7,-0.53,8,14,221.9,14,0.05,8,--++++,4
1007au,P123678183.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4ccc(c5c4cccc5)O)O)CO)O,0.273,0.24,693.7,-0.53,8,14,221.9,14,0.05,8,--++++,4
1008au,P123678175.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/N=C/c4ccc(c5c4cccc5)O)O)CO)O,0.061,0.23,693.7,-0.53,8,14,221.9,14,0.05,8,--++++,4
1009au,P123677417.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.485,0.25,654.7,-5.3,5,18,199.3,12,0.08,8,--++++,4
1010au,P123677403.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.212,0.22,654.7,-5.3,5,18,199.3,12,0.08,8,--++++,4
1011au,P123667955.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2[O-])[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.727,0.26,691.7,0.76,6,14,223.2,14,0.06,8,--++++,4
1012au,P123667939.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.455,0.24,692.7,1.39,7,14,220.3,14,0.06,8,--++++,4
1013au,P123667914.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2[O-])[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.364,0.24,691.7,0.76,6,14,223.2,14,0.06,8,--++++,4
1014au,P123667735.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4c5ccccc5ccc4O)O)CO)O,0.545,0.21,693.7,-0.53,8,14,221.9,14,0.05,8,--++++,4
1015au,P123667718.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4c5ccccc5ccc4O)O)CO)O,0.03,0.24,693.7,-0.53,8,14,221.9,14,0.05,8,--++++,4
1016au,P123667691.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.273,0.26,670.6,-1.99,7,18,272.2,12,0.06,8,--++++,4
1017au,P123667679.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.545,0.23,670.6,-1.99,7,18,272.2,12,0.06,8,--++++,4
1018au,P123667672.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.515,0.24,670.6,-1.99,7,18,272.2,12,0.06,8,--++++,4
1019au,P123667344.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.121,0.23,670.6,-1.99,7,18,272.2,12,0.06,8,--++++,4
1020au,P123636400.sdf,CC(C)(C)n1c(c(c(=O)[nH]c1=O)C(c2cc[nH+]cc2)c3c(=O)[nH]c(=O)n(c3[O-])C(C)(C)C)[O-],0.091,0.1,456.5,-0.96,3,11,170,3,0.51,0,---+--,1
1021au,P123369724.sdf,COC(=O)CCCCCN1C[C@H]([C@H]([C@@H]([C@H]1CO)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.182,0.23,453.5,-3.7,7,12,189.6,10,0.13,9,--++++,4
1022au,P123366540.sdf,C1[C@H]([C@H]([C@@H]([C@H]([NH+]1CCCCCC(=O)[O-])CO)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0,0.47,439.5,-6.54,8,12,204.6,10,0.15,10,--++++,4
1023au,P123300669.sdf,C[NH+]1CC[C@@H](C1)CNCCOc2ccc(cc2)/C(=N/O)/N,0.424,0,293.4,-0.72,5,6,84.3,7,0.18,2,--+--+,2
1024au,P123264534.sdf,CC(C)N(CC[NH2+]Cc1ccnc(c1)/C(=N/O)/N)C(C)C,0.424,0,294.4,0.36,5,6,91.4,8,0.21,0,--+--+,2
1025au,P122308022.sdf,Cc1cn(c(=O)[nH]c1=O)CC(=O)N(C[C@H](C(=O)OC(C)(C)C)N)CC(=O)[O-],0.333,0.08,383.4,-2.91,3,11,167.6,7,0.47,1,---+-+,2
1026au,P122292644.sdf,COc1ccc(cc1OC)CCN2C(=O)[C@](NC2=O)(C(F)(F)F)NS(=O)(=O)c3nnc(s3)N,0.424,0.183,510.5,0.47,4,12,165.8,8,0.43,1,---+-+,2
1027au,P122292640.sdf,COc1ccc(cc1OC)CCN2C(=O)[C@@](NC2=O)(C(F)(F)F)[N-]S(=O)(=O)c3[nH+]nc(s3)N,0.333,0.17,510.5,0.67,4,12,169.2,8,0.49,1,---+-+,2
1028au,P120619902.sdf,C[C@H]([C@@H](C(=O)[O-])N)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)C,0.515,0.24,483.4,-6.76,9,15,253.5,9,0.15,12,--++-+,3
1029au,P120619899.sdf,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC[C@@H](C(=O)[O-])N)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,0.273,0.23,469.4,-7.15,9,15,253.5,9,0.16,11,--++-+,3
1030au,P120619728.sdf,C[C@@]1(CO[C@@H]([C@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.364,0.24,594.7,-6.79,16,16,272.5,13,0.09,12,--++++,4
