nwname,fname,smile,CHA score,CCA score
1087av,P120551385.sdf,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH2+][C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,0.485,0.24
1088av,P120551373.sdf,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH2+][C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,0.606,0.24
1089av,P120551347.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[P@@](=O)(O)[O-])[NH3+])O)NC(=O)N2,0.636,0.02
1090av,P120551270.sdf,c1nc(c(n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)O)N)C(=O)N,0.303,0.21
1091av,P120549404.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCc2ccccc2)CO)O[C@H]3[C@@H]([C@H]([C@@H](O3)[C@H](CO)O)O)O)O,0.121,0.23
1092av,P120549401.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCc2ccccc2)CO)O[C@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](CO)O)O)O)O,0.424,0.23
1093av,P120549020.sdf,c1cc(ccc1C(=O)NC(CO[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)CO[C@@H]3[C@H](O[C@H]([C@H]([C@H]3O)O)O)CO)[C@@]4([NH+]=N4)C(F)(F)F,0.03,0.23
1094av,P120548221.sdf,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCCN[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,0,0.24
1095av,P120547751.sdf,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)NC(=O)/C(=N\OC)/c5csc(n5)N)SC2)C(=O)[O-],0.303,0.08
1096av,P120547553.sdf,CCCc1c(c(n(n1)C)C(=O)N)NC(=O)c2cc(ccc2OCC)S(=O)(=O)c3ccc(c(c3)C(=O)Nc4c(nn(c4C(=O)N)C)CCC)OCC,0.121,0.21
1097av,P120546758.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COS(=O)(=O)[O-])O)O)O)O,0.303,0.24
1098av,P120546619.sdf,C[C@@H](C(=O)[O-])O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)O)NC(=O)C,0.273,0.24
1099av,P120545887.sdf,C[C@H]([C@](Cc1ccc(cc1)O)(C(=O)O[C@@H](C)[C@@](Cc2ccc(cc2)O)(C(=O)OCc3ccc(cc3)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,0,0.22
1100av,P120545869.sdf,C[C@H]([C@@](Cc1ccc(cc1)O)(C(=O)O[C@@H](C)[C@@](Cc2ccc(cc2)O)(C(=O)OCc3ccc(cc3)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,0.182,0.23
1101aw,P120545863.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,0.091,0.24
1102aw,P120545856.sdf,C[C@@H]([C@@](Cc1ccc(cc1)O)(C(=O)O[C@@H](C)[C@@](Cc2ccc(cc2)O)(C(=O)OCc3ccc(cc3)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,0.485,0.24
1103aw,P120545621.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)CO)O)O,0.455,0.23
1104aw,P120545228.sdf,CC(C)CC(=O)O[C@H]1[C@H]2[C@@H](CC[C@@]2(COC(=O)C)O)C(=CO1)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)OC(=O)/C=C/c4ccc(cc4)O,0.152,0.2
1105aw,P120545219.sdf,CC(C)CC(=O)O[C@H]1[C@@H]2[C@@H](CC[C@@]2(COC(=O)C)O)C(=CO1)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)OC(=O)/C=C/c4ccc(cc4)O,0.212,0.21
1106aw,P120545075.sdf,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H]([C@H]2CO)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,0.212,0.24
1107aw,P120544978.sdf,Cn1ccnc1CN[C@@H]2CO[C@@H]([C@H]2O)CNC(=O)c3ccncc3,0.364,0.15
1108aw,P120526941.sdf,C[C@](CC(=O)[O-])(CC(=O)OC[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)OC/C=C/c2ccccc2)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,0.303,0.23
1109aw,P120526933.sdf,C[C@](CC(=O)[O-])(CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)OC/C=C/c2ccccc2)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,0.818,0.22
1110aw,P120526884.sdf,C=C(CCO)C(=O)OC[C@H]1[C@@H]([C@@H]([C@@H](CO1)OC(=O)C(=C)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.273,0.18
1111aw,P120526827.sdf,CC(C)[C@@](CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)(CO)O,0.091,0.23
1112aw,P120526690.sdf,c1cc(c(cc1O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)/C=C/c3cc(cc(c3)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O,0.364,0.24
1113aw,P120526180.sdf,c1cc(cc2c1cc(o2)c3cc(cc(c3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,0.303,0.24
1114aw,P120041790.sdf,C[C@H](CCC(=O)O)C[C@@H](C)C[C@@H](C)C(=O)CC(=O)[C@@H](C)C[C@@H](C)C/C=C/[C@@H](C)[C@@H]([C@@H](C)[C@@H](C[C@H]1CC[C@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O,0.818,0.06
1115aw,P112696769.sdf,COCCC[NH2+][C@H](CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])N)C(=O)[O-],0.545,0.04
1116aw,P112656165.sdf,C([C@@H]([C@@H]([C@@H](/C(=N/NC(=S)N)/C=N\NC(=S)N)O)O)O)O,0.333,0.23
1117aw,P112656125.sdf,CCOc1ccc(cc1)CC(=O)NN=C/C(=N\NC(=O)Cc2ccc(cc2)OCC)/[C@@H]([C@H]([C@@H](CO)O)O)O,0.303,0.43
1118aw,P112656124.sdf,CCOc1ccc(cc1)CC(=O)N/N=C\C(=N/NC(=O)Cc2ccc(cc2)OCC)\[C@H]([C@@H]([C@@H](CO)O)O)O,0.121,0.25
1119aw,P112625666.sdf,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)N/N=C/3\C(=O)NC(=NC3=O)[O-])C[C@H](COc4ccc(cc4)OC)O,0.152,0.21
1120aw,P112605819.sdf,Cc1cc(=O)oc2c1ccc(c2)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)CO)O)O)O)O)O)O)O)O)O,0.273,0.25
1121aw,P112602218.sdf,C[C@H](CC(=O)CNCCCNC(=O)[C@H]([C@@H]([C@@H](C(O)O)O)O)O)[C@@H]1CC[C@@H]2[C@@]1([C@H](C[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0.121,0.23
1122aw,P112602216.sdf,C[C@H](CC(=O)CNCCCNC(=O)[C@@H]([C@@H]([C@@H](C(O)O)O)O)O)[C@@H]1CC[C@@H]2[C@@]1([C@H](C[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0.394,0.24
1123aw,P112602215.sdf,C[C@@H](CC(=O)CNCCCNC(=O)[C@@H]([C@@H]([C@@H](C(O)O)O)O)O)[C@@H]1CC[C@@H]2[C@@]1([C@H](C[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0.455,0.22
1124aw,P112602068.sdf,C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O)O)O,0.364,0.24
1125aw,P112601962.sdf,C[C@@H](CC(=O)C[NH2+]CCCNC(=O)[C@H]([C@@H]([C@@H](C(O)O)O)O)O)[C@@H]1CC[C@@H]2[C@@]1([C@H](C[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0.242,0.21
1126aw,P112599582.sdf,C1CC(=O)N(C1=O)OC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@H]2[C@@H]3[C@H](CS2)NC(=O)N3,0.061,0
1127aw,P112427453.sdf,CCN[C@@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,0.333,0.25
1128aw,P112427452.sdf,CC[NH2+][C@@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,0.333,0.22
1129aw,P112427450.sdf,CCN[C@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,0.394,0.21
1130aw,P112427449.sdf,CC[NH2+][C@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,0.242,0.23
1131aw,P112402519.sdf,CC(=O)c1ccc2c(c1[O-])[C@@H]([C@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.303,0.24
1132aw,P112402518.sdf,CC(=O)c1ccc2c(c1[O-])[C@H]([C@@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.515,0.25
1133aw,P112402517.sdf,CC(=O)c1ccc2c(c1[O-])[C@@H]([C@@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.061,0.25
1134aw,P112402338.sdf,COc1cc(ccc1O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H]3[C@@H]([C@@H](CO3)[C@@H](c4ccc(c(c4)OC)O)O)CO,0.212,0.22
1135aw,P112401965.sdf,COc1cc(cc(c1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)OC)/C=C/CO,0.333,0.24
1136aw,P112401963.sdf,c1cc(c(cc1CC[C@@H](CC(=O)CCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,0.061,0.23
1137aw,P112401962.sdf,CC(=O)c1ccc2c(c1O)[C@H]([C@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.121,0.23
1138aw,P112401961.sdf,CC(=O)c1ccc2c(c1O)[C@@H]([C@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.091,0.24
1139aw,P112401959.sdf,CC(=O)c1ccc2c(c1O)[C@@H]([C@@H](O2)C(=C)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)C[C@@](C)(CC(=O)[O-])O)O,0.273,0.25
1140aw,P112401766.sdf,C/C(=C\C(=O)NCCC[C@H]1C(=O)N[C@H](C(=O)N1)CCCNC(=O)/C=C(\C)/CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)/CCO,0,0.17
1141aw,P112401765.sdf,C/C(=C\C(=O)NCCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCNC(=O)/C=C(\C)/CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)/CCO,0.364,0.18
1142aw,P112401764.sdf,C/C(=C\C(=O)NCCC[C@H]1C(=O)N[C@@H](C(=O)N1)CCCNC(=O)/C=C(\C)/CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)/CCO,0.303,0.19
1143aw,P112401763.sdf,C/C(=C\C(=O)NCCC[C@@H]1C(=O)N[C@@H](C(=O)N1)CCCNC(=O)/C=C(\C)/CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)/CCO,0.394,0.16
1144aw,P112401640.sdf,COc1cc(ccc1O)/C=C/C(=O)OC[C@H]2[C@H]([C@@H]([C@@](O2)(CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.273,0.24
1145aw,P112401639.sdf,COc1cc(ccc1O)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@@](O2)(CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.394,0.23
1146aw,P112401568.sdf,COc1cc(ccc1O[C@H](CO)[C@H](c2ccc(c(c2)OC)O)O)CCCO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.667,0.21
1147aw,P112401567.sdf,COc1cc(ccc1O[C@@H](CO)[C@H](c2ccc(c(c2)OC)O)O)CCCO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.212,0.19
1148aw,P112401566.sdf,COc1cc(ccc1O[C@H](CO)[C@@H](c2ccc(c(c2)OC)O)O)CCCO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.03,0.22
1149aw,P112401520.sdf,CCCCCCCCCC(=O)O[C@@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1O[C@@]2([C@@H]([C@@H]([C@@H](O2)CO)O)OC(=O)C(C)C)CO)CO)O)OC(=O)C(C)C,0.545,0.25
1150aw,P112301237.sdf,Cc1[nH+]cc(c(n1)N)CN(C=O)/C(=C(/CCO)\SSC(=C(C)N(Cc2cnc(nc2N)C)C=O)CCO)/C,0,0.16
1151ax,P112299966.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO[P@@](=O)(C[P@@](=O)([O-])OP(=O)([O-])[O-])[O-])O)O)N,0.394,0.264
1152ax,P112142274.sdf,CC(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1OCCOCCOCC[NH3+])COC(=O)C)OC(=O)C)OC(=O)C,0,0.07
1153ax,P112125170.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)O)N,0.394,0.24
1154ax,P112105757.sdf,CCOc1ccc(cc1)C[NH+]2CCN(CC2)C[C@@H](COc3ccc(cc3)OC[C@H](CN4CC[NH+](CC4)Cc5ccc(cc5)OCC)O)O,0.091,0.06
1155ax,P112078269.sdf,COCCNS(=O)(=O)c1cc(cc(c1)n2cc(cn2)CCO)C(=O)[O-],0.182,0.13
1156ax,P112065397.sdf,Cc1ccc(o1)CN2CCNC(=O)[C@@H]2CC(=O)NC(CO)(CO)CO,0.576,0.2
1157ax,P112046114.sdf,c1c(n[n-]n1)C(=O)NC[C@H](CN2CCNCC2)O,0.212,0.1
1158ax,P112026652.sdf,CCOc1ccccc1CN2CCNC(=O)[C@@H]2CC(=O)NCc3[n-]nnn3,0.424,0.161
1159ax,P111989709.sdf,Cc1nc(c(c[nH+]1)CN(/C(=C(/SS/C(=C(/N(C=O)Cc2c(nc([nH+]c2)C)N)\C)/CCOC(=O)C(C)C)\CCOC(=O)C(C)C)/C)C=O)N,0.576,0.03
1160ax,P111980363.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@@H]1O[C@@H]2[C@@H]([C@@H](O[C@@H]([C@@H]2O)CO)Oc3ccc(cc3)[N+](=O)[O-])NC(=O)C)CO)O)O,0.303,0.24
1161ax,P111980361.sdf,CC(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1O[C@@H]2[C@@H]([C@@H](O[C@@H]([C@@H]2O)CO)Oc3ccc(cc3)[N+](=O)[O-])NC(=O)C)CO)O)O,0.182,0.23
1162ax,P111980268.sdf,Cc1cc(=O)oc2c1ccc(c2)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)CO)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)NC(=O)C)O)NC(=O)C,0.182,0.24
1163ax,P111978842.sdf,CN(Cc1cnc2c(n1)c(nc([nH+]2)N)N)c3ccc(cc3)C(=O)N[C@H](CCC(=O)NCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)C(=O)[O-],0.303,0.23
1164ax,P111978840.sdf,CN(Cc1cnc2c(n1)c(nc([nH+]2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)NCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)C(=O)[O-],0,0.24
1165ax,P111978508.sdf,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@H](CCC(=O)NCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)C(=O)[O-],0.303,0.18
1166ax,P111978507.sdf,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)NCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)C(=O)[O-],0.303,0.19
1167ax,P111976122.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCSSCCC(=O)N[C@@H](C(=O)NCCCC(=O)O)C(=O)NCCCC(=O)[O-])NC(=O)N2,0.273,0.15
1168ax,P111976118.sdf,Cc1ccc(c(c1)OCCOc2cc(ccc2[NH+](CC(=O)[O-])CC(=O)[O-])CCC[NH3+])N(CC(=O)[O-])CC(=O)[O-],0,0.15
1169ax,P111976071.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCCCC(=O)NCCCCCNC(=O)[C@H](CCCNC(=S)N)N)NC(=O)N2,0.455,0.03
1170ax,P111975864.sdf,Cn1c(nnn1)SCC2=CS[C@@H]3[C@@](C(=O)N3[C@@H]2C(=O)[O-])(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC,0.333,0.1
1171ax,P111975727.sdf,CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2)C(=O)NCCSS(=O)(=O)C,0.091,0.07
1172ax,P111975679.sdf,C=CCOC(=O)Nc1ccc2c(c1)[nH+]c3cc(ccc3c2NCCNC(=O)CCCC[C@H]4[C@H]5[C@H](CS4)NC(=O)N5)NC(=O)OCC=C,0.182,0.02
1173ax,P111975670.sdf,CS(=O)(=O)SCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2,0.394,0.04
1174ax,P111975664.sdf,COC(=O)c1ccc(cc1OCCOCCOCCNC(=O)CCCCCNC(=O)CCCC[C@H]2[C@@H]3[C@H](CS2)NC(=O)N3)[C@@]4([NH+]=N4)C(F)(F)F,0,0.07
1175ax,P111975662.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCSSCCC(=O)NC(C(=O)NCCC(=O)[O-])C(=O)NCCC(=O)[O-])NC(=O)N2,0.515,0.16
1176ax,P111975647.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCCCC(=O)NCCCCCNC(=O)[C@H](CCCNC(=S)N)[NH3+])NC(=O)N2,0.03,0.14
1177ax,P111975252.sdf,CN(CC(=O)NCCCOCCOCCOCCC[NH3+])C(=O)CCCC[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2,0.424,0.05
1178ax,P111975205.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@H]1[C@H]2[C@@H](CS1)NC(=O)N2)NC(=O)CCCCC[NH3+],0.242,0.13
1179ax,P111975204.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1[C@H]2[C@@H](CS1)NC(=O)N2)NC(=O)CCCCC[NH3+],0.242,0.12
1180ax,P111973277.sdf,c1ccc(c(c1)CN2CCNC(=O)[C@H]2CC(=O)NCCCc3[n-]nnn3)F,0.303,0.05
1181ax,P111970627.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)C)O)NC(=O)C)O,0,0.23
1182ax,P111901404.sdf,C/C=C(\C[C@H](N(Cc1c[nH+]c(nc1N)C)C=O)O)/SS/C(=C\C)/C[C@H](N(Cc2c[nH+]c(nc2N)C)C=O)O,0.03,0.07
1183ax,P111901402.sdf,C/C=C(\C[C@@H](N(Cc1c[nH+]c(nc1N)C)C=O)O)/SS/C(=C\C)/C[C@H](N(Cc2c[nH+]c(nc2N)C)C=O)O,0.273,0.08
1184ax,P111901400.sdf,C/C=C(\C[C@H](N(Cc1c[nH+]c(nc1N)C)C=O)O)/SS/C(=C\C)/C[C@@H](N(Cc2c[nH+]c(nc2N)C)C=O)O,0.333,0.05
1185ax,P111901341.sdf,C/C=C(\C[C@H](N(Cc1cnc(nc1N)C)C=O)O)/SS/C(=C\C)/C[C@H](N(Cc2cnc(nc2N)C)C=O)O,0.333,0.15
1186ax,P111901337.sdf,C/C=C(\C[C@H](N(Cc1cnc(nc1N)C)C=O)O)/SS/C(=C\C)/C[C@@H](N(Cc2cnc(nc2N)C)C=O)O,0.424,0.15
1187ax,P111900805.sdf,CC(=O)N[C@H]1[C@H]([C@H]([C@@H](O[C@H]1O[C@@H]2[C@@H](O[C@H]([C@H]([C@H]2O)NC(=O)C)Oc3ccc(cc3)[N+](=O)[O-])CO)CO)O)O,0.061,0.23
1188ax,P111900804.sdf,CC(=O)N[C@H]1[C@H]([C@H]([C@@H](O[C@H]1O[C@@H]2[C@@H]([C@@H](O[C@H]([C@H]2O)CO)Oc3ccc(cc3)[N+](=O)[O-])NC(=O)C)CO)O)O,0.152,0.25
1189ax,P111900802.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@H]1O[C@@H]2[C@H]([C@@H]([C@@H](O[C@@H]2OCCN=[N+]=[N-])CO)O)O)CO)O)O,0.121,0.22
1190ax,P111709850.sdf,CC(C)(C)O/C(=N/C(=N\C(=O)OC(C)(C)C)/NCC[NH2+]CCOCCO)/[O-],0.091,0.08
1191ax,P111607519.sdf,CCN1CCc2c(sc(c2C(=O)N)/N=C(/NC(=O)c3ccn(n3)C)\[S-])C1,0.515,0.02
1192ax,P111606402.sdf,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H](C(=O)C[O-])O)O)O)O)O,0.606,0.23
1193ax,P111284182.sdf,C([C@H](CO[P@@](=O)([O-])O[C@H]1[C@@H]([C@H]([C@@H]([C@H]([C@H]1O)O[P@@](=O)(O)[O-])O[P@@](=O)(O)[O-])O)O)O)O,0.212,0.24
1194ax,P111284167.sdf,C([C@H](CO[P@@](=O)([O-])O[C@H]1[C@@H]([C@H]([C@@H]([C@H]([C@H]1O)O[P@@](=O)(O)[O-])OP(=O)([O-])[O-])O)O)O)O,0.515,0.21
1195ax,P111282409.sdf,CC(C)(C)OC(=O)C(C[C@@H](C(=O)[O-])[NH3+])(C(=O)OC(C)(C)C)SSCC[C@@H](C(=O)[O-])[NH3+],0.303,0.06
1196ax,P111278021.sdf,C([C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)OC[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,0.061,0.23
1197ax,P111278019.sdf,C([C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)OC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,0.121,0.23
1198ax,P111271428.sdf,C[C@@H](C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)Nc2ccc(cc2)[N+](=O)[O-])NC(=O)CCC(=O)O,0.121,0.2
1199ax,P111271409.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)C,0.727,0.25
1200ax,P111271401.sdf,c1ccc(cc1)C[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N2)CC(=O)O)CCCNC(=[NH2+])N)CCCC[NH3+],0.303,0.21
1201ay,P111271391.sdf,CC(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](Cc2c[nH+]c[nH]2)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c[nH+]3)C(=O)NC,0.485,0.21
